"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Grand Patriot Residence",". Jl. Pangkalan Jati, Pangkalan Jati, Depok, Jawa Barat","Rp","12,5 M","6","5","700 m²","Rp 1.872.379 per m²","tel:+6281283801564","Hubungi"
"Depok","Casa D'ninety Nine, Cilodong, Depok, Jawa Barat","Rp","570 jt","2","2","50 m²","Rp 14.250.000 per m²","tel:+6281514022532","Hubungi"
"Rumah 2 lt Siap Huni Strategis dekat Stasiun UI dan Toll Cijago","Rtm Kelapa 2, Kelapa Dua, Depok, Jawa Barat","Rp","1,35 M","3","2","93 m²","Rp 18.243.243 per m²","tel:+6281286140088","Hubungi"
"Rumah 2, 5 Lt dgn Mezzanine, dekat LRT Cibubur.","Mekarsari Kota Depok, Cimanggis, Depok, Jawa Barat","Rp","900 jt","3","2","72 m²","Rp 10.344.828 per m²","tel:+6281286140088","Hubungi"
"Villa Cinere Mas","Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","2,75 M","5","4","200 m²","Rp 6.043.956 per m²","tel:+6283877822112","Hubungi"
"Ready rumah murah hanya 200jt an saja lokasi aman nyaman strategis dan masih asri dicitayam","jl.raya nanggerang citayam cipayung depok, Cipayung, Depok, Jawa Barat","Rp","230 jt","2","2","36 m²","Rp 3.833.333 per m²","tel:+6282124515628","Hubungi"
"Rumah dijual murah di selatan Jakarta dekat mall dan toll sawangan Depok","Bojongsari, Depok, Jawa Barat","Rp","4,5 M","5","3","350 m²","Rp 5.625.000 per m²","tel:+6281290888681","Hubungi"
"Rumah di jual selatan jakarta dekat toll dan mall sawangan depok bebas banjir","Bojongsari Depok, Bojongsari, Depok, Jawa Barat","Rp","1,85 M","4","4","155 m²","Rp 22.560.976 per m²","tel:+6281290888681","Hubungi"
"Dijual Rumah di Griya Melati Mas Cilodong Depok Bebas Banjir Gratis Biaya KPR","Cilodong, Depok, Jawa Barat","Rp","725 jt","2","1","71 m²","Rp 7.552.083 per m²","tel:+6281285518671","Hubungi"
"Villa Rizki Ilhami 2",". Jl. Raya Mochtar, Sawangan, Depok, Jawa Barat","Rp","850 jt","2","1","36 m²","Rp 7.083.333 per m²","tel:+6282116842121","Hubungi"
"Rumah di Cinere dekat jalan toll","Cinere, Depok, Jawa Barat","Rp","1,75 M","4","5","130 m²","Rp 17.500.000 per m²","tel:+6281281870070","Hubungi"
"Bukit Cinere Indah","Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","4,2 M","3","2","200 m²","Rp 9.333.333 per m²","tel:+62817182802","Hubungi"
"Rumah Cantik Murah Hanya 5 Juta All in Strategis Dekat Tol Pamulang Cinere","Jalan H. Emba Pondok Petir, Bojongsari, Depok, Jawa Barat","Rp","665 jt","2","1","40 m²","Rp 9.500.000 per m²","tel:+6281323595307","Hubungi"
"Megapolitan Cinere Estate",". Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","3,4 M","5","5","280 m²","Rp 14.166.667 per m²","tel:+6281253841995","Hubungi"
"Ardena Residence","Jl.Arwana mampang Indah 1, Pancoran Mas, Depok, Jawa Barat","Rp","850 jt","2","1","40 m²","Rp 10.897.436 per m²","tel:+6281253841995","Hubungi"
"The Krukut Hills","Jl.Raya Krukut Limo Cinere, Limo, Depok, Jawa Barat","Rp","1,74 M","4","3","155 m²","Rp 20.714.286 per m²","tel:+6281253841995","Hubungi"
"Ardena residence depok","Jl.Arwana raya I, No 09, Pancoran Mas, Depok, Jawa Barat","Rp","1,08 M","3","2","66 m²","Rp 13.846.154 per m²","tel:+6281253841995","Hubungi"
"Depok kukusan","jalan raya kukusan, Beji, Depok, Jawa Barat","Rp","1,28 M","3","2","100 m²","Rp 18.285.714 per m²","tel:+628174994737","Hubungi"
"Rumah 2 lantai siap huni di jual dekat toll kukusan depok","jalan raya h.usman kukusan depok, Beji, Depok, Jawa Barat","Rp","985 jt","3","2","82 m²","Rp 16.416.667 per m²","tel:+628174994737","Hubungi"
"Rumah 2 lantai siap huni di jual","jalan raya raden sanim, Tanah Baru, Depok, Jawa Barat","Rp","1,4 M","3","3","120 m²","Rp 15.555.556 per m²","tel:+628174994737","Hubungi"
"Di Jual Rumah Modern Minimalis , DP 7 Jutaan All In di Sawangan Arco - Depok","Sawangan, Depok, Jawa Barat","Rp","760 jt","3","2","73 m²","Rp 10.555.556 per m²","tel:+6283875501969","Hubungi"
"Rumah 2 lantai hanya 400 meter dari stasiun Depok Pancoran mas","Cagar alam, Depok Lama, Depok, Jawa Barat","Rp","790 jt","3","2","89 m²","Rp 11.285.714 per m²","tel:+6281288965631","Hubungi"
"Rumah 1 lantai dekat tol desari serta lahannya besar","Duren, Rangkapanjaya, Depok, Jawa Barat","Rp","600 jt","2","1","50 m²","Rp 7.058.824 per m²","tel:+6281288965631","Hubungi"
"Rumah 2 lantai di limo Depok dekat tol desari","Rambutan, Limo, Depok, Jawa Barat","Rp","680 jt","2","2","60 m²","Rp 11.333.333 per m²","tel:+6281288965631","Hubungi"
"Rumah 1 lantai dekat tol desari berbalkon dan bermezzanine","Duren, Rangkapanjaya, Depok, Jawa Barat","Rp","725 jt","2","1","55 m²","Rp 10.357.143 per m²","tel:+6281288965631","Hubungi"
"Rumah 2 lantai dekat stasiun depok","Pancoran Mas, Depok, Jawa Barat","Rp","790 jt","3","2","89 m²","Rp 11.285.714 per m²","tel:+6281288965631","Hubungi"
"Rumah 2 lantai dekat kampus UI Depok","Dekat kampus UI, Beji, Depok, Jawa Barat","Rp","900 jt","3","2","80 m²","Rp 15.000.000 per m²","tel:+6281288965631","Hubungi"
"Di jual rumah di Kalimulya Cilodong depok","Cilodong, Depok, Jawa Barat","Rp","999 jt","3","2","80 m²","Rp 12.807.692 per m²","tel:+6281288965631","Hubungi"
"Dijual Rumah Baru Dalam Komplek di Cinere Bisa Untuk Tempat Usaha Atau Rumah Tinggal","Cinere, Depok, Jawa Barat","Rp","2,9 M","5","5","260 m²","Rp 17.682.927 per m²","tel:+628128043015","Hubungi"
"Rumah bagus lingkungan asri dan nyaman","Limo, Depok, Jawa Barat","Rp","2,3 M","5","4","220 m²","Rp 9.583.333 per m²","tel:+6285694383777","Hubungi"
"Dijual Rumah Baru Asri Nyaman model Cluster di Pangkalan Jati","Jalan Pangkalan Jati 2, Cinere, Depok, Jawa Barat","Rp","2,1 M","4","3","230 m²","Rp 15.555.556 per m²","tel:+6285694383777","Hubungi"
"Bukit Cinere Indah","Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","4,99 M","5","4","450 m²","Rp 16.633.333 per m²","tel:+6289665314296","Hubungi"
"Dijual Rumah Mewah, Design Classic Modern di Cinere dekat Pintu Toll","Cinere, Depok, Jawa Barat","Rp","8 M","5","6","900 m²","Rp 9.815.951 per m²","tel:+6289665314296","Hubungi"
"Cimanggis","Cimanggis, Depok, Jawa Barat","Rp","740 jt","","","70 m²","Rp 11.212.121 per m²","tel:+6287878730559","Hubungi"
"Depok 2","Jalan Merdeka, Sukma Jaya, Depok, Jawa Barat","Rp","777,5 jt","3","2","57 m²","Rp 12.148.438 per m²","tel:+6287878730559","Hubungi"
"Rumah","Komplek Pondok Duta I Cimanggis Depok, Cimanggis, Depok, Jawa Barat","Rp","900 jt","4","1","50 m²","Rp 6.428.571 per m²","tel:+628562125269","Hubungi"
"Grand Depok City","Jl. Boulevard Grand Depok City,Tirtajaya, Sukma Jaya, Depok, Jawa Barat","Rp","800 jt","3","2","65 m²","Rp 6.722.689 per m²","tel:+6289508880491","Hubungi"
"Grand Depok City","Jl. Boulevard Grand Depok City,Tirtajaya, Sukma Jaya, Depok, Jawa Barat","Rp","930 jt","3","3","80 m²","Rp 12.567.568 per m²","tel:+6289508880491","Hubungi"
"RUMAH CLUSTER MEWAH HARGA MIRING DI SAWANGAN DEKAT TOLL SAWANGAN","Jl. Pasir putih, Sawangan, Depok, Jawa Barat","Rp","395 jt","2","1","42 m²","Rp 7.452.830 per m²","tel:+6281389850550","Hubungi"
"Rumah Di Jual Minimalis 2 Lantai dekat Kampus UI dan Tol di Beji - Depok","Beji, Depok, Jawa Barat","Rp","756 jt","2","2","51 m²","Rp 12.600.000 per m²","tel:+6283875501969","Hubungi"
"DiJual Rumah Modern, Luas , Murah dan Strategis di Serua Bojongsari - Depok","Serua - Bojongsari, Bojongsari, Depok, Jawa Barat","Rp","780 jt","2","1","45 m²","Rp 8.666.667 per m²","tel:+6283875501969","Hubungi"
"Raffles Hills",". Jl. Alternatif Cibubur, Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","1,55 M","4","4","250 m²","Rp 14.761.905 per m²","tel:+6287775219377","Hubungi"
"Cimanggis Golf Estate","Kali manggis, Cimanggis, Depok, Jawa Barat","Rp","3,0058 M","3","3","164 m²","Rp 19.645.752 per m²","tel:+6281381160161","Hubungi"
"Cimanggis Golf Estate, cluster Bernuasa Sport Pertama Diindonesia, Lapangan Golf  Terbesar/terlengkap","Bojong Nangka, Cimanggis, Depok, Jawa Barat","Rp","1,5 M","2","2","58 m²","Rp 18.750.000 per m²","tel:+6281381160161","Hubungi"
"Perumahan di Cinangka Pondok Cabe Pamulang Depok","Sawangan, Depok, Jawa Barat","Rp","1,5 M","3","3","120 m²","Rp 17.857.143 per m²","tel:+6281316803544","Hubungi"
"POINT INSANI DEPOK","Jl Kalimulya III Cilodong Depok, Cilodong, Depok, Jawa Barat","","1","2","1","40 m²","Rp 0 per m²","tel:+6281808828822","Hubungi"
"THE GREEN MASTER Rumah Impaian di Depok","JL KALIMULYA III DEPOK, Cilodong, Depok, Jawa Barat","","1","2","1","40 m²","Rp 0 per m²","tel:+6281808828822","Hubungi"
"Get promo rumah murah meriah hanya 200jt an saja dicipayung depok","jl.raya cipayung depok, Cipayung, Depok, Jawa Barat","Rp","220 jt","2","1","36 m²","Rp 4.400.000 per m²","tel:+6285711713677","Hubungi"
"DALAM TOWN HOUSE RUMAH HADAP TAMAN","CINERE TOWN HOUSE, Cinere, Depok, Jawa Barat","Rp","2,5 M","4","3","200 m²","Rp 16.778.523 per m²","tel:+6287888100883","Hubungi"
"Parakan Residence 1 Lantai ready stock","Jl. Lap. Bola No.88, RT.2/RW.4, Cinangka, Cinere, Depok, Jawa Barat","Rp","650 jt","2","1","55 m²","Rp 9.285.714 per m²","tel:+6281280503197","Hubungi"
"Perumahan Cluster Dijual 1 Lantai, Parakan Residence","Bojongsari, Depok, Jawa Barat","Rp","600 jt","2","1","50 m²","Rp 9.230.769 per m²","tel:+6281280503197","Hubungi"
"Dijual Rumah 1 Lantai Parakan Residence, Hanya Booking Fee Saja","Jl. Parakan, Cinangka, Kec. Sawangan, Kota Depok, Cinere, Depok, Jawa Barat","Rp","650 jt","2","","55 m²","Rp 9.285.714 per m²","tel:+6281280503197","Hubungi"
"CINERE KOMPLEK BESAR LUAS TANAH 356 METER","CINERE, Cinere, Depok, Jawa Barat","Rp","3 M","4","2","123 m²","Rp 8.426.966 per m²","tel:+6287888100883","Hubungi"
"rumah cantik citayam harga promo hanya 100jutaan! !","jl. raya tugu macan, Citayam, Depok, Jawa Barat","Rp","185 jt","2","1","36 m²","Rp 3.700.000 per m²","tel:+6287889994449","Hubungi"
"Rumah 2 Lantai Siap Huni Bebas Banjir Harga Murah Dekat Sawangan","Sawangan, Depok, Jawa Barat","Rp","994,5 jt","2","2","72 m²","Rp 16.575.000 per m²","tel:+6282125399395","Hubungi"
"Dijual Rumah Murah Konsep Mezzanine Modern Minimalis","Jl. Taman Jaya, Cipayung, Depok, Tanah Baru, Depok, Jawa Barat","Rp","236,47 jt","2","1","21 m²","Rp 4.729.400 per m²","tel:+6281310900051","Hubungi"
"Rumah di Puri Primacom Residence Bebas Banjir Siap Huni Bisa KPR","Cinere, Depok, Jawa Barat","Rp","2,1645 M","4","3","150 m²","Rp 14.430.000 per m²","tel:+6282125399395","Hubungi"
"Jual Cepat Rumah Seken Siap Huni Bebas Banjir di Puri Primacom Residence","Sawangan, Depok, Jawa Barat","Rp","2,1645 M","4","3","150 m²","Rp 14.430.000 per m²","tel:+6282125399395","Hubungi"
"RUMAH MEWAH MODERN MINIMALIS","jln raden sanim depok, Beji, Depok, Jawa Barat","Rp","1,35 M","4","3","110 m²","Rp 18.750.000 per m²","tel:+6281384373593","Hubungi"
"Bojongsari","Jl. Serua Bulak Raya, Bojongsari, Depok, Jawa Barat","Rp","420 jt","2","1","90 m²","Rp 4.666.667 per m²","tel:+6282116842121","Hubungi"
"Grand Kamila GDC Bisa DP 0% Sebelah Alun-alun Depok","Boulevard Grand Depok City, Cilodong, Depok, Jawa Barat","Rp","964 jt","3","2","64 m²","Rp 12.050.000 per m²","tel:+6281211269921","Hubungi"
"Amarta Residence Cibubur","JL. Tumaritis 2, Harjamukti, Depok, Jawa Barat","Rp","700 jt","2","1","50 m²","Rp 8.750.000 per m²","tel:+62816937983","Hubungi"
"Rumah type mezzanine murah tanpa DP di pondok petir sawangan Depok Pamulang","Pondok petir, Sawangan, Depok, Jawa Barat","Rp","770 jt","2","1","52 m²","Rp 11.666.667 per m²","tel:+6281286538202","Hubungi"
"Jual Cepat Rumah Seken Terawat","Sawangan, Depok, Jawa Barat","Rp","650 jt","2","1","40 m²","Rp 9.027.778 per m²","tel:+6282125399395","Hubungi"
"Raffles Hills",". Jl. Alternatif Cibubur, Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","2,272 M","4","3","175 m²","Rp 13.686.747 per m²","tel:+6287785400570","Hubungi"
"Rumah Seken Strategis di Sawangan Bebas Banjir Siap KPR","Sawangan, Depok, Jawa Barat","Rp","702 jt","2","1","46 m²","Rp 8.258.824 per m²","tel:+6282125399395","Hubungi"
"Jual Cepat Rumah Murah di Greenland Forestpark Residence Bisa KPR","Bojongsari, Depok, Jawa Barat","Rp","702 jt","2","1","46 m²","Rp 8.258.824 per m²","tel:+6282125399395","Hubungi"
"Jual Cepat Rumah Murah Strategis Siap KPR Dekat Stasiun Citayam","Citayam, Depok, Jawa Barat","Rp","702 jt","2","2","80 m²","Rp 7.714.286 per m²","tel:+6282125399395","Hubungi"
"Dijual Rumah Cakra Kirana DEPOK","Sawangan, Depok, Jawa Barat","Rp","2,5 M","4","4","250 m²","Rp 9.803.922 per m²","tel:+6281287869565","Hubungi"
"Rumah Minimalis Bebas Banjir di Nuansa Depok Siap Huni","Pancoran Mas, Depok, Jawa Barat","Rp","702 jt","2","2","80 m²","Rp 7.714.286 per m²","tel:+6282125399395","Hubungi"
"Depok","Jl. Boulevard Grand Depok City, Cilodong, Depok, Jawa Barat","Rp","1,195 M","3","2","85 m²","Rp 11.168.224 per m²","tel:+6281908176633","Hubungi"
"Bisa kpr unit ready hanya 575 jutaan","Cinangka sawangan, Sawangan, Depok, Jawa Barat","Rp","575 jt","2","1","45 m²","Rp 7.770.270 per m²","tel:+6281381139980","Hubungi"
"rumah gaya Bali hanya 700 jutaan 1 lantai , 800 jutaan 2 lantai","jl terusan mandiri harjamukti cimanggis depok, Cimanggis, Depok, Jawa Barat","Rp","827 jt","2","1","42 m²","Rp 11.328.767 per m²","tel:+6281381139980","Hubungi"
"Rumah Full Furnish murah Cilodong depok","Jl Nurmainah kostrad cilodong depok, Cilodong, Depok, Jawa Barat","Rp","500 jt","3","2","72 m²","Rp 6.666.667 per m²","tel:+6281293805019","Hubungi"
"Rumah dalam komplek villa cinere mas harga terbaik","Billa cinere mas, Cinere, Depok, Jawa Barat","Rp","2,7 M","3","3","200 m²","Rp 18.750.000 per m²","tel:+6281293699168","Hubungi"
"Jual Rumah Seken Terawat Lokasi Strategis Dekat Cinere Harga Nego Bisa KPR","Taman Ventura Indah 2, Cinere, Depok, Jawa Barat","Rp","1,404 M","3","2","190 m²","Rp 18.000.000 per m²","tel:+6282125399395","Hubungi"
"Perumahan murah di Depok","Cipayung, Depok, Jawa Barat","Rp","895 jt","3","1","114 m²","Rp 8.287.037 per m²","tel:+6285960312000","Hubungi"
"Rumah dalam komplek dekat tol krukut harga bagus","Komek megapolitan cinere, Cinere, Depok, Jawa Barat","Rp","2,5 M","4","3","318 m²","Rp 12.500.000 per m²","tel:+6287888825575","Hubungi"
"Perumahan Cluster 2 lantai, Tanpa Dp Di Pondok Cabe","Cinangka, Sawangan Depok, Cinere, Depok, Jawa Barat","Rp","1,35 M","3","2","90 m²","Rp 14.210.526 per m²","tel:+6281280503197","Hubungi"
"Rumah modern hanya 5 juta di bojongsari","JL. Raya Pahlawan 168 Cinangka, sawangan, depok, Bojongsari, Depok, Jawa Barat","Rp","1,325 M","3","2","90 m²","Rp 13.250.000 per m²","tel:+6281280503197","Hubungi"
"RUMAH TERMURAH DI DEPOK KUALITAS TINGGI TEJANGKAU","Jl. raya kalimulya, Cilodong, Depok, Jawa Barat","Rp","650 jt","2","1","45 m²","Rp 9.285.714 per m²","tel:+6287889994449","Hubungi"
"RUMAH MINIMALIS MURAH STRATEGIS SANGAT DIIDAMKAN KELUARGA! !","Jl. raya tugu macan, Citayam, Depok, Jawa Barat","Rp","200 jt","2","1","30 m²","Rp 4.000.000 per m²","tel:+6287889994449","Hubungi"
"Mega Cinere",". Jl. Cinere Raya, Cinere, Depok, Jawa Barat","Rp","2,15 M","4","3","210 m²","Rp 8.958.333 per m²","tel:+6287882208688","Hubungi"
"Cinere","Andara Village, Cinere, Depok, Jawa Barat","Rp","2,3 M","3","2","70 m²","Rp 17.424.242 per m²","tel:+628118889768","Hubungi"
"Rumah baru 2 lantai ready stok 4 kamar tidur dan 2 kamar mandi","kayu manis kota Bogor, Depok Lama, Depok, Jawa Barat","Rp","539 jt","3","1","36 m²","Rp 7.486.111 per m²","tel:+6285929007176","Hubungi"
"Rumah Cluster Dibawah 1 Miliar Panorama Cibubur Residence","Jalan Pondok Cibubur Radar Auri, Mekarsari, Depok, Kelapa Dua, Depok, Jawa Barat","Rp","800 jt","3","2","76 m²","Rp 13.793.103 per m²","tel:+6287809731596","Hubungi"
"Medina residence cicilan 2jtan","Sawangan, Depok, Jawa Barat","Rp","450 jt","2","1","45 m²","Rp 7.377.049 per m²","",""
"Dijual cepat Rumah ready Stock perumahan besar di pinggir jalan abdul Gani depok free all","Cilodong, Depok, Jawa Barat","Rp","650 jt","2","1","60 m²","Rp 10.833.333 per m²","",""
"Rumah 2 lantai estetik di Kelapa dua Depok akses Oke","Kelapa Dua, Depok, Jawa Barat","Rp","1,3 M","3","2","65 m²","Rp 21.666.667 per m²","",""
"Rumah model monocrome baru akses oke di cilangkap Depok","Tapos, Depok, Jawa Barat","Rp","499 jt","2","1","42 m²","Rp 5.735.632 per m²","",""
"Medina residence new cluster","Cimanggis, Depok, Jawa Barat","Rp","450 jt","2","1","48 m²","Rp 7.377.049 per m²","",""
"Jual rumah baru murah di pondok Rajeg cilodong","Jl.raya pondok Rajeg cilodong, Cilodong, Depok, Jawa Barat","Rp","275 jt","2","1","36 m²","Rp 5.978.261 per m²","",""
"Jual cepat rumah bagus dekat toll cimanggis","Jl.raya Cimanggis depok, Cimanggis, Depok, Jawa Barat","Rp","750 jt","2","1","50 m²","Rp 8.928.571 per m²","",""
"Jual Rumah ready di kelapa dua depok","Jl.raya kelapa dua Depok, Kelapa Dua, Depok, Jawa Barat","Rp","890 jt","4","3","130 m²","Rp 14.354.839 per m²","",""
"Rumah baru exlusive di jalan gas alam Tapos depok","Jl.gas alam Tapos depok, Tapos, Depok, Jawa Barat","Rp","800 jt","3","2","72 m²","Rp 11.111.111 per m²","",""
"Jl. Kp. Cilangkap No. 2, Cilangkap, Tapos","Jl. Kp. Cilangkap No.2, Cilangkap, Tapos, Tapos, Depok, Jawa Barat","Rp","700 jt","2","1","62 m²","Rp 10.937.500 per m²","",""
"CILODONG - RUMAH CLUSTER SIAP HUNI, 3 JUTA ALL IN.","Info & Survey : FITRI HATTA WA.  0812.8003.0500, Universitas Indonesia, Depok, Jawa Barat","Rp","650 jt","2","1","38 m²","Rp 10.833.333 per m²","",""
"Cilodong","Cilodong, Cilodong, Depok, Jawa Barat","Rp","495 jt","2","1","50 m²","Rp 6.875.000 per m²","",""
"Dijual rumah secondary di Radar Auri Cimanggis depok Dalam Komple","Cimanggis, Depok, Jawa Barat","Rp","1,3 M","3","1","120 m²","Rp 8.666.667 per m²","",""
"The Kalimera","Cinere, Depok, Jawa Barat","Rp","4,2 M","4","3","225 m²","Rp 21.538.462 per m²","",""
"Alam Sutera sawangan depok","Beji, Depok, Jawa Barat","Rp","1,2 M","2","2","72 m²","Rp 13.793.103 per m²","",""
"Rumah Murah Seberang Mall Cinere - RSA082106","Cinere, Depok, Jawa Barat","Rp","1,463 M","4","4","138 m²","Rp 18.287.500 per m²","",""
"Perumahan Beji Timur",". Jl. Sempu, Beji Timur, Depok, Beji, Depok, Jawa Barat","Rp","995 jt","3","2","100 m²","Rp 10.473.684 per m²","",""
"Rumah murah di dekat stasiun Depok Lama","Jln. Depok lama Depok, Depok Lama, Depok, Jawa Barat","Rp","492,5 jt","2","1","45 m²","Rp 6.840.278 per m²","",""
"Beji Permai","Jl Karya Bakti, Beji, Depok, Beji, Depok, Jawa Barat","Rp","980 jt","3","3","75 m²","Rp 11.529.412 per m²","",""
"Brand New House modern elegan The Kalimera di Bukit Cinere Indah","Jalan Bukit Cinere, Cinere, Depok, Jawa Barat","Rp","5 M","6","4","225 m²","Rp 25.641.026 per m²","",""
"Taman Manggis Permai","Jl Tole Iskandar, Sukmajaya, Sukma Jaya, Depok, Jawa Barat","Rp","1,1 M","5","3","180 m²","Rp 9.565.217 per m²","",""
"PORTICO @Shila Sawangan","Jl Raya Bojongsari, Sawangan, Depok, Jawa Barat","Rp","2,566795 M","4","4","185 m²","Rp 17.824.965 per m²","",""
"CIMANGGIS GOLF ESTATE CLUSTER MARGATA","Jl. Cimanggis Boulevard, Cimanggis, Depok, Jawa Barat","Rp","1,457 M","2","2","58 m²","Rp 18.212.500 per m²","",""
"The Lagoon Park Bukit Golf Riverside Cibubur","Jl. Bukit Golf Riverside, Cimanggis, Depok, Jawa Barat","Rp","898,45931 jt","2","1","40 m²","Rp 14.974.322 per m²","",""
"Pesona Khayangan Juanda",". Jl. Ir. H. Juanda, Mekarjaya, Sukma Jaya, Depok, Jawa Barat","Rp","1,93 rb","3","3","80 m²","Rp 19 per m²","",""
"Pesona Khayangan Juanda","jl. juanda depok, Mekarsari, Depok, Jawa Barat","Rp","25 M","6","6","810 m²","Rp 14.108.352 per m²","",""
"ARCO DEPOK","Jl. Keadilan, Pancoran Mas, Depok, Jawa Barat","Rp","2,5 M","4","3","121 m²","Rp 7.530.120 per m²","",""
"Grand Acacia Village","Jl. Raya Mekarsari, Cimanggis, Depok, Jawa Barat","Rp","730 jt","3","2","72 m²","Rp 13.518.519 per m²","",""
"Rumah Gaya Bali Samping GDC 2 Lantai Akses Strategis Dekat Stasiun Depok","Jalan Kalimulya, Kota Depok, Cilodong, Depok, Jawa Barat","Rp","772,35 jt","3","2","60 m²","Rp 12.872.500 per m²","",""
"BUNGUR MANSION 2 CIBUBUR","Jl. Kesuma Puri Raya, Cimanggis, Depok, Jawa Barat","Rp","596 jt","2","1","67 m²","Rp 23.840.000 per m²","",""
"Rumah Skandinavia Depok 2 Lantai Free Biaya Selangkah Ke Pintu Tol Cimanggis","Jalan Pekapuran, Cimanggis-Tapos Kota Depok, Cimanggis, Depok, Jawa Barat","Rp","897,5 jt","3","2","70 m²","Rp 9.972.222 per m²","",""
"TAMARUMA SAWANGAN","Jl. Terusan H. Nawi Malik, Sawangan, Depok, Jawa Barat","Rp","767,168182 jt","2","2","58 m²","Rp 9.835.490 per m²","",""
"Rumah 2 Lantai Gaya Bali Depok Akses 2 Mobil Free Biaya Dekat Tol Cimanggis","Jalan Bhakti Abri, Cimanggis, Depok, Jawa Barat","Rp","854,755 jt","3","2","56 m²","Rp 11.708.973 per m²","",""
"depok","harjamukti, Harjamukti, Depok, Jawa Barat","Rp","1,3104 M","3","3","90 m²","Rp 12.246.729 per m²","",""
"Rumah Samping GDC Gaya Bali 2 Lantai Free Biaya Dekat Stasiun Depok","Jalan Kalimulya , Cilodong, Cilodong, Depok, Jawa Barat","Rp","772,35 jt","3","2","60 m²","Rp 12.872.500 per m²","",""
"Rumah 2 Lantai Tapos Free Biaya 15 menit ke Pintu Tol Cimanggis Depok","JAlan BDB, CIlangkap Kota Depok, Cimanggis, Depok, Jawa Barat","Rp","617 jt","2","2","46 m²","Rp 10.283.333 per m²","",""
"Rumah Minimalis Raden Saleh Dekat Gdc 5 Menit ke Stasiun Depok","Jalan Raden Saleh, Sukma Jaya, Depok, Jawa Barat","Rp","770 jt","3","2","65 m²","Rp 14.259.259 per m²","",""
"Rumah Cimanggis 2 Lantai Eksklusif Gaya Jepang Selangkah dari Tol Cimanggis","Jalan Raya Tapos, Tapos-Cimanggis, Kota Depok, Cimanggis, Depok, Jawa Barat","Rp","569,5 jt","3","2","55 m²","Rp 9.491.667 per m²","",""
"Promo 5Juta All in, Rumah Ready Tanpa DP, Tanpa Biaya KPR, Langsung Huni","jl raya pengasinan sawangan, Sawangan, Depok, Jawa Barat","Rp","2,6 jt","2","1","36 m²","Rp 39.394 per m²","",""
"KPR Cicilan 2Juta Dekat Stasiun, Tanpa DP dan Biaya Lain, Langsung Huni","jl raya pengasinan sawangan, Sawangan, Depok, Jawa Barat","Rp","2,6 jt","2","1","36 m²","Rp 39.394 per m²","",""
"Green Arco Rumah Murah Tanpa DP, Cicilan 2Jutaan Gratis Semua Biaya, Unit Ready","jl raya pengasinan sawangan, Sawangan, Depok, Jawa Barat","Rp","2,6 jt","2","1","36 m²","Rp 39.394 per m²","",""
"Dijual Cepat Rumah Baru Cantik 1 Lantai Cicilan 2Jtan di Sawangan","jl raya pengasinan sawangan, Sawangan, Depok, Jawa Barat","Rp","2,8 jt","2","1","37 m²","Rp 35.897 per m²","",""
"Rumah Cilodong Depok Free Biaya-Biaya Dekat GDC dan Stasiun","Cilodong, Depok, Jawa Barat","Rp","522,054 jt","2","1","40 m²","Rp 7.151.425 per m²","",""
"Rumah luas 100an meter KPR DP 0% Cicilan Mulai 3jtan di Sawangan, Free TV 50 inch dan AC","jl raya sawangan depok, Sawangan, Depok, Jawa Barat","Rp","3,5 jt","2","1","40 m²","Rp 33.654 per m²","",""
"Rumah Minimalis Harga Ekonomis KPR DP 0% Cicilan 2 Jtan Free TV 50 inch","jl raya arco bojongsari depok, Sawangan, Depok, Jawa Barat","Rp","2,5 jt","2","1","33 m²","Rp 37.879 per m²","",""
"Rumah 2 Lantai Eksklusif Skandinavia Free Biaya dekat dari Pintu Tol dan Stasiun Depok","Jalan Raya Pitara, Pancoran Mas, Kota Depok, Pancoran Mas, Depok, Jawa Barat","Rp","800 jt","3","2","70 m²","Rp 10.810.811 per m²","",""
"cimanggis","jaln putri tunggal, Harjamukti, Depok, Jawa Barat","Rp","850 jt","3","2","65 m²","Rp 9.444.444 per m²","",""
"Di Jual Rumah 2lt 700 Jtan DP 5% Akses Dekat Tol Cimanggis, Cibubur & Cisalak","Jl Kemang Cimanggis Kota Depok, Cimanggis, Depok, Jawa Barat","Rp","699 jt","3","2","60 m²","Rp 10.753.846 per m²","",""
"Di Jual Rumah Cilodong Depok Harga 500 Jt-an Cicilan Mulai 4 Jt-an Akses 5 Menit ke Alun2 Depok","Jl. Muhari Jatimulya Cilodong Kota Depok, Cilodong, Depok, Jawa Barat","Rp","550 jt","3","2","54 m²","Rp 5.140.187 per m²","",""
"putritunggal","harjamukti, Cimanggis, Depok, Jawa Barat","Rp","985 jt","3","3","80 m²","Rp 12.960.526 per m²","",""
